ID;"Active (0/1)";"Name *";"Parent category";"Root category (0/1)";Description;"Meta title";"Meta keywords";"Meta description";"URL rewritten";"Image URL"
306;1;"Bombas eléctricas";304;0
307;1;"Grupos de presión";304;0
308;1;Sumergibles;304;0
309;1;"Mallas sombreadoras";234;0
310;1;"Toldos y accesorios";234;0
311;1;"Cañizo y brezo";234;0
312;1;"Vallas y cercados";234;0
313;1;"Accesorios para enrejados metálicos";312;0
314;1;"Borduras de madera o PVC";312;0
315;1;"Vallado de madera";312;0
316;1;Celosías;312;0
317;1;"Cubos de jardín";234;0
318;1;"Carros de compra";2;0
319;1;"Carros de compra Playmarket";318;0
320;1;"Carros de compra Rolser";318;0
321;1;"Carros de compra Ambit";318;0
322;1;"Bolsas para la compra";318;0
323;1;"Productos para el baño";2;0
324;1;"Grifería de baño";323;0
325;1;"Grifería de baño";324;0
326;1;"Grifos termostáticos";324;0
327;1;"Tapones y ahorro de agua";324;0
328;1;"Conjuntos de baño";323;0
329;1;"Serie de baño Scooter";328;0
330;1;"Serie de baño Route 66";328;0
331;1;"Serie Boston";328;0
332;1;"Serie Andrea";328;0
333;1;"Serie Rainbow";328;0
334;1;"Serie Polaris";328;0
335;1;"Serie Cube";328;0
336;1;"Serie Wenko";328;0
337;1;"Serie Etna";328;0
338;1;"Serie Tatay Flat";328;0
339;1;"Serie Tatay Ronda";328;0
340;1;"Serie Tatay Design";328;0
341;1;"Serie Power loc";328;0
342;1;"Serie Items";328;0
343;1;"Serie Tube";328;0
344;1;"Serie Move";328;0
345;1;"Serie Brasil";328;0
346;1;"Dosificadores de jabón";323;0
347;1;"Vasos portacepillos";323;0
348;1;"Portarollos de baño";323;0
349;1;"Cestos de baño y ducha";323;0
350;1;Escobilleros;323;0
351;1;Toalleros;323;0
352;1;"Taburetes de baño";323;0
353;1;"Seguridad - 3ª edad";323;0
354;1;"Alfombras de baño";323;0
355;1;Espejos;323;0
356;1;"Básculas de baño";323;0
357;1;"Flexos y mangos de ducha";323;0
358;1;"Mangos de ducha";357;0
359;1;"Columnas de ducha";357;0
360;1;"Conjuntos y kits de ducha";357;0
361;1;"Flexos de ducha";357;0
362;1;"Muebles de baño";323;0
363;1;"Mamparas de ducha";323;0
364;1;"Sanitarios y tapas";323;0
365;1;"Cortinas y barras de baño";323;0
366;1;"Cortinas de baño";365;0
367;1;"Barras de cortina baño";365;0
368;1;Tarimas;323;0
369;1;Ventilación;2;0
370;1;Ventiladores;369;0
371;1;"Ventiladores industriales";369;0
372;1;"Ventiladores de torre";369;0
373;1;"Ventiladores de techo y pared";369;0
374;1;"Aires acondicionados";369;0
375;1;Nebulizadores;369;0
376;1;Muebles;2;0
377;1;Cajoneras;376;0
378;1;Botelleros;376;0
379;1;Zapateros;376;0
380;1;Armarios;376;0
381;1;"Muebles infantiles";376;0
382;1;"Muebles para la cocina";376;0
383;1;"Mesas y ordenación";376;0
384;1;"Mesas de ordenador - estudio";383;0
385;1;"Recibidores y bufete";383;0
386;1;"Mobiliario de audio, video, TV";383;0
387;1;"Interiores de armario";383;0
388;1;Caballetes;383;0
389;1;"Estantes y baldas";376;0
390;1;Estanterías;376;0
391;1;"Estanterías domésticas";390;0
392;1;"Estanterías de almacén";390;0
393;1;"Accesorios de estantería";390;0
394;1;"Consolas y Escuadras";390;0
395;1;Sillas;376;0
396;1;"Resortes para muebles";376;0
397;1;Tendederos;2;0
398;1;"Tendederos con alas";397;0
399;1;"Tendederos de pared";397;0
400;1;"Tendederos de balcón extensibles";397;0
401;1;"Tendederos de bañera";397;0
402;1;"Accesorios para tender";397;0
403;1;"+ Productos de hogar";2;0
404;1;"Mirillas digitales";403;0
405;1;"Calefacción y estufas";403;0
406;1;"Estufas de pellets";405;0
407;1;"Estufas de leña";405;0
408;1;"Estufas de gas";405;0
409;1;"Radiadores y estufas eléctricas";405;0
410;1;"Emisores térmicos y convectores";405;0
411;1;"Estufas industriales y de queroseno";405;0
412;1;Biochimeneas;405;0
413;1;"Accesorios para chimenea";405;0
414;1;"Productos de encendido";405;0
415;1;Humidificación;405;0
416;1;"Termostatos y programadores";405;0
417;1;"Mantas eléctricas y calientapies";405;0
418;1;Electrodomésticos;403;0
419;1;"Electrodomésticos de baño";418;0
420;1;"Limpieza del hogar";418;0
421;1;"Planchas de la ropa";418;0
422;1;"Máquinas de coser";418;0
423;1;"Termómetros y estaciones metereológicas";418;0
424;1;"Limpiadores profesionales HG";403;0
425;1;"Limpiadores para baldosas";424;0
426;1;"Limpiadores para mármol";424;0
427;1;"Limpiadores para parquet";424;0
428;1;"Limpiadores para suelo terracota";424;0
429;1;"Limpiadores para suelo laminado";424;0
430;1;"Limpiadores de cocinas y baños";424;0
431;1;"Desatascadores HG";424;0
432;1;"Limpiadores antical y antimoho";424;0
433;1;"Limpiadores de cemento";424;0
434;1;"Limpiadores específicos HG";424;0
435;1;"Tablas de planchar";403;0
436;1;"Tablas de planchado";435;0
437;1;"Fundas de planchar";435;0
438;1;"Bolsas y fundas protectoras";403;0
439;1;"Cestas para la ropa";403;0
440;1;"Alfombras y felpudos";403;0
441;1;"Alfombras de cocina";440;0
442;1;Felpudos;440;0
443;1;"Cortinas, estores y rieles";403;0
444;1;Estores;443;0
445;1;"Barras de cortinas";443;0
446;1;Cortinas;443;0
447;1;"Cuadros, Marcos y Vinilos";403;0
448;1;"Cajas y baúles";403;0
449;1;"Baules y Puffs";448;0
450;1;"Cajas y organizadores";448;0
451;1;"Cajas decorativas";448;0
452;1;"Almacenaje para armarios y muebles";448;0
453;1;"Cajas y organizadores infantiles";448;0
